"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US77990","ZCTA5 77990","255","64","3.5","4.1","4.3","5.5","2.0","2.2","15.3","11.8","1.6","2.8","22.7","12.8","42.7","18.1","3.9","3.7","0.0","17.7","3.9","3.5","75417","17461","75551","13531","25.9","(X)","(X)","(X)","(X)","(X)","157","47","0.0","26.7","0.0","26.7","1.9","2.7","21.0","19.5","1.3","2.9","22.9","15.0","40.1","18.1","6.4","5.9","0.0","26.7","6.4","5.6","76250","11101","84986","20514","(X)","(X)","42.0","(X)","(X)","(X)","113","40","0.0","34.0","0.0","34.0","0.0","34.0","19.5","24.5","1.8","4.2","17.7","17.8","43.4","22.3","8.8","8.1","0.0","34.0","8.8","7.9","85417","13824","N","N","(X)","(X)","(X)","(X)","(X)","(X)","98","43","9.2","10.7","11.2","13.5","2.0","3.3","6.1","6.8","2.0","5.3","22.4","26.9","46.9","34.4","0.0","37.1","0.0","37.1","0.0","37.1","62159","39763","60435","17380","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US77991","ZCTA5 77991","94","58","0.0","37.9","0.0","37.9","0.0","37.9","0.0","37.9","8.5","15.7","46.8","34.2","0.0","37.9","35.1","40.7","9.6","15.5","0.0","37.9","-","**","97226","25038","55.3","(X)","(X)","(X)","(X)","(X)","94","58","0.0","37.9","0.0","37.9","0.0","37.9","0.0","37.9","8.5","15.7","46.8","34.2","0.0","37.9","35.1","40.7","9.6","15.5","0.0","37.9","-","**","97226","25038","(X)","(X)","55.3","(X)","(X)","(X)","42","52","0.0","56.8","0.0","56.8","0.0","56.8","0.0","56.8","0.0","56.8","0.0","56.8","0.0","56.8","78.6","50.0","21.4","50.0","0.0","56.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US77993","ZCTA5 77993","124","77","0.0","31.9","0.0","31.9","15.3","19.8","39.5","40.3","0.0","31.9","0.0","31.9","29.8","34.1","15.3","18.7","0.0","31.9","0.0","31.9","-","**","59941","21047","59.7","(X)","(X)","(X)","(X)","(X)","111","75","0.0","34.4","0.0","34.4","5.4","11.5","44.1","43.5","0.0","34.4","0.0","34.4","33.3","39.6","17.1","22.0","0.0","34.4","0.0","34.4","-","**","64251","25021","(X)","(X)","66.7","(X)","(X)","(X)","102","78","0.0","36.2","0.0","36.2","5.9","13.8","48.0","46.4","0.0","36.2","0.0","36.2","36.3","42.6","9.8","14.9","0.0","36.2","0.0","36.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13","22","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US77994","ZCTA5 77994","140","52","10.0","16.5","0.0","29.2","7.9","6.6","2.9","3.1","12.1","11.7","16.4","11.3","24.3","23.7","6.4","8.3","11.4","13.4","8.6","8.1","87589","42290","108666","41159","57.1","(X)","(X)","(X)","(X)","(X)","108","48","37.0","29.0","0.0","35.0","5.6","6.8","3.7","4.0","13.9","16.1","17.6","13.1","5.6","9.0","7.4","9.5","6.5","10.7","2.8","4.4","41250","36078","53975","30790","(X)","(X)","69.4","(X)","(X)","(X)","71","35","19.7","28.3","0.0","43.7","2.8","4.5","5.6","6.1","14.1","17.9","23.9","17.9","8.5","13.2","11.3","13.8","9.9","15.5","4.2","6.0","63036","22457","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32","23","0.0","65.0","0.0","65.0","15.6","17.6","0.0","65.0","6.3","10.5","12.5","21.7","6.3","10.2","3.1","14.1","28.1","36.4","28.1","30.8","163056","102698","221147","135076","(X)","(X)","(X)","(X)","15.6","(X)",
"860Z200US77995","ZCTA5 77995","4021","284","5.1","2.0","3.5","1.6","11.4","3.6","13.2","4.4","12.3","3.4","19.4","3.9","13.8","3.8","11.6","3.5","5.9","2.8","3.8","1.7","54298","4505","69765","6134","40.5","(X)","(X)","(X)","(X)","(X)","2701","268","4.5","2.6","1.4","1.5","4.2","2.6","14.2","6.4","11.5","3.9","23.5","6.0","14.2","5.4","13.7","4.3","7.1","3.7","5.7","2.5","67179","11789","80322","7616","(X)","(X)","37.7","(X)","(X)","(X)","1965","268","3.4","2.6","1.9","2.1","0.9","1.3","12.3","7.2","9.6","3.6","23.1","6.2","15.5","6.0","16.1","5.2","9.4","5.4","7.8","3.5","74082","8843","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1320","264","9.6","4.7","6.9","3.8","27.9","9.7","15.8","7.7","13.8","6.8","9.9","4.6","9.8","5.3","4.8","3.4","1.6","2.8","0.0","3.7","28712","6104","40299","7471","(X)","(X)","(X)","(X)","43.8","(X)",
"860Z200US78001","ZCTA5 78001","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US78002","ZCTA5 78002","2091","318","3.6","3.5","6.1","4.3","7.6","4.2","4.4","4.9","10.7","6.2","27.8","8.8","12.1","5.2","12.8","5.6","7.3","3.9","7.6","6.4","66744","6479","97700","33216","47.2","(X)","(X)","(X)","(X)","(X)","1732","306","2.6","2.5","5.0","4.7","2.8","2.5","4.7","5.9","13.2","7.3","28.7","10.7","13.4","6.2","12.0","5.1","8.4","4.9","9.2","7.7","69335","6576","107444","39294","(X)","(X)","41.0","(X)","(X)","(X)","1128","266","2.0","2.2","4.3","4.2","2.8","3.4","0.7","1.0","6.3","6.7","30.9","13.7","17.1","8.3","15.5","7.7","12.0","7.2","8.3","7.6","81429","17566","N","N","(X)","(X)","(X)","(X)","(X)","(X)","359","146","8.4","14.1","11.4","11.8","30.9","18.0","3.1","4.2","0.0","13.0","22.3","19.3","5.6","7.0","16.4","15.7","1.9","3.3","0.0","13.0","-","**","50141","16141","(X)","(X)","(X)","(X)","63.5","(X)",
"860Z200US78003","ZCTA5 78003","4374","347","8.8","3.9","2.0","1.6","5.7","2.8","11.7","4.5","14.4","5.1","11.7","4.0","12.3","4.3","17.6","4.8","12.3","4.7","3.7","2.5","69457","20059","87558","12268","31.4","(X)","(X)","(X)","(X)","(X)","2693","345","6.1","4.7","0.0","1.8","5.2","4.1","12.9","6.2","7.8","4.4","9.3","3.7","16.2","5.9","21.9","6.4","15.0","6.3","5.6","4.0","88631","13018","101780","16898","(X)","(X)","33.7","(X)","(X)","(X)","2110","316","5.5","4.9","0.0","2.3","2.3","3.2","9.8","5.8","8.2","4.3","7.9","4.1","15.2","6.5","28.0","8.6","16.0","6.8","7.1","4.9","101855","14088","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1681","287","13.0","7.4","5.1","4.1","10.6","6.6","13.0","8.2","21.5","10.9","14.3","9.3","8.7","6.3","10.6","5.9","2.6","2.2","0.6","1.0","38773","7202","58759","13392","(X)","(X)","(X)","(X)","27.3","(X)",
"860Z200US78004","ZCTA5 78004","175","101","0.0","24.5","9.7","18.8","0.0","24.5","0.0","24.5","7.4","13.1","7.4","12.5","0.0","24.5","13.1","15.7","34.9","23.5","27.4","29.7","165353","42017","153494","53048","37.7","(X)","(X)","(X)","(X)","(X)","151","101","0.0","27.6","0.0","27.6","0.0","27.6","0.0","27.6","8.6","15.3","8.6","14.3","0.0","27.6","10.6","18.8","40.4","26.9","31.8","33.7","166005","17002","170946","50495","(X)","(X)","43.7","(X)","(X)","(X)","140","96","0.0","29.2","0.0","29.2","0.0","29.2","0.0","29.2","9.3","17.0","9.3","16.0","0.0","29.2","3.6","11.9","43.6","29.5","34.3","35.4","166304","66143","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24","31","0.0","75.1","70.8","60.1","0.0","75.1","0.0","75.1","0.0","75.1","0.0","75.1","0.0","75.1","29.2","60.1","0.0","75.1","0.0","75.1","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US78005","ZCTA5 78005","630","242","0.6","0.9","0.0","7.6","8.6","9.3","0.0","7.6","7.1","13.4","44.1","22.6","13.8","12.4","24.6","15.9","0.0","7.6","1.1","2.9","70559","8364","84246","19523","51.6","(X)","(X)","(X)","(X)","(X)","465","237","0.0","10.2","0.0","10.2","5.8","10.2","0.0","10.2","0.0","10.2","48.6","27.2","18.7","16.1","25.4","18.1","0.0","10.2","1.5","4.2","69678","32714","91303","27752","(X)","(X)","49.9","(X)","(X)","(X)","428","241","0.0","11.0","0.0","11.0","6.3","11.5","0.0","11.0","0.0","11.0","44.2","29.5","20.3","16.9","27.6","20.0","0.0","11.0","1.6","4.7","69969","47419","N","N","(X)","(X)","(X)","(X)","(X)","(X)","165","123","2.4","4.1","0.0","25.7","16.4","26.4","0.0","25.7","27.3","39.5","53.9","39.9","0.0","25.7","0.0","25.7","0.0","25.7","0.0","25.7","70074","56524","52459","15205","(X)","(X)","(X)","(X)","56.4","(X)",
"860Z200US78006","ZCTA5 78006","16283","618","4.0","1.5","1.7","0.9","2.2","1.1","5.7","1.9","9.8","2.3","11.5","2.1","10.4","2.0","17.3","2.9","11.1","2.0","26.3","2.9","116156","11054","163631","13975","33.9","(X)","(X)","(X)","(X)","(X)","12389","617","2.8","1.5","0.5","0.5","0.4","0.3","4.0","1.9","7.4","2.4","10.8","2.6","11.6","2.3","18.0","2.8","12.9","2.4","31.8","3.5","136929","8574","187653","16993","(X)","(X)","33.9","(X)","(X)","(X)","10296","610","1.1","0.8","0.6","0.6","0.3","0.2","3.3","1.8","5.7","2.6","9.2","2.5","9.4","1.9","19.0","3.0","14.2","2.7","37.3","4.0","151799","12798","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3894","406","8.4","4.4","5.5","3.4","7.9","4.4","12.5","4.9","18.7","5.6","15.0","4.2","8.1","3.4","11.4","4.8","4.0","2.4","8.3","4.0","44585","8133","80857","16714","(X)","(X)","(X)","(X)","33.9","(X)",
"860Z200US78007","ZCTA5 78007","36","29","19.4","27.9","8.3","10.4","0.0","61.3","8.3","12.6","30.6","35.4","27.8","27.6","0.0","61.3","0.0","61.3","0.0","61.3","5.6","8.9","38636","11840","48286","23929","27.8","(X)","(X)","(X)","(X)","(X)","28","27","25.0","36.4","0.0","69.5","0.0","69.5","10.7","16.8","39.3","42.5","17.9","33.5","0.0","69.5","0.0","69.5","0.0","69.5","7.1","13.0","38409","18326","49396","32139","(X)","(X)","17.9","(X)","(X)","(X)","5","5","0.0","100.0","0.0","100.0","0.0","100.0","60.0","50.1","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","40.0","50.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8","6","0.0","100.0","37.5","34.6","0.0","100.0","37.5","44.7","0.0","100.0","25.0","44.1","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","33333","18290","29850","12454","(X)","(X)","(X)","(X)","62.5","(X)",
"860Z200US78008","ZCTA5 78008","103","99","0.0","36.0","0.0","36.0","5.8","15.0","35.0","51.5","0.0","36.0","52.4","52.4","0.0","36.0","0.0","36.0","0.0","36.0","6.8","12.5","55440","33893","66729","39960","94.2","(X)","(X)","(X)","(X)","(X)","49","58","73.5","48.1","0.0","52.5","12.2","32.0","0.0","52.5","0.0","52.5","0.0","52.5","0.0","52.5","0.0","52.5","0.0","52.5","14.3","29.0","2,500-","***","N","N","(X)","(X)","14.3","(X)","(X)","(X)","13","15","0.0","100.0","0.0","100.0","46.2","53.8","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","53.8","53.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","54","82","0.0","50.1","0.0","50.1","0.0","50.1","0.0","50.1","0.0","50.1","100.0","50.1","0.0","50.1","0.0","50.1","0.0","50.1","0.0","50.1","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US78009","ZCTA5 78009","2980","321","3.4","2.8","1.1","1.4","4.3","2.6","3.2","2.0","9.5","4.1","12.3","4.2","15.9","5.1","23.0","6.1","15.5","4.4","11.9","5.0","103125","13795","123375","17486","34.3","(X)","(X)","(X)","(X)","(X)","2486","286","1.1","1.6","0.0","2.0","1.4","1.5","1.2","1.1","10.5","4.8","10.5","4.6","20.7","5.6","22.6","6.4","18.3","5.3","13.6","5.7","108488","11081","135427","20182","(X)","(X)","34.4","(X)","(X)","(X)","2114","269","1.3","1.9","0.0","2.3","0.6","1.3","1.0","1.2","8.0","4.1","10.8","5.1","17.7","6.1","23.6","7.0","21.3","6.3","15.8","6.6","117533","15416","N","N","(X)","(X)","(X)","(X)","(X)","(X)","494","169","14.8","13.9","6.5","8.1","18.6","12.7","13.4","10.4","6.1","5.6","21.3","13.1","10.1","9.2","5.3","5.7","1.0","1.9","3.0","5.3","29632","23669","51757","16115","(X)","(X)","(X)","(X)","21.3","(X)",
"860Z200US78010","ZCTA5 78010","1310","240","7.1","5.5","0.8","1.3","8.9","6.6","6.6","5.3","7.6","5.9","10.2","6.8","13.6","8.3","30.2","11.6","5.3","3.2","9.8","6.2","86830","23259","107819","25450","50.0","(X)","(X)","(X)","(X)","(X)","947","221","1.0","1.4","0.0","5.1","4.4","4.8","5.1","4.7","3.0","3.2","6.2","5.8","30.9","13.8","29.6","13.7","7.5","4.3","12.4","8.6","96691","25868","127331","30770","(X)","(X)","30.3","(X)","(X)","(X)","717","194","1.3","1.9","0.0","6.7","3.9","3.8","6.7","6.1","1.0","1.8","7.4","7.7","18.0","10.4","35.6","14.9","9.9","5.7","16.3","10.8","118295","33625","N","N","(X)","(X)","(X)","(X)","(X)","(X)","363","165","23.1","18.4","3.0","5.0","20.4","18.1","10.5","14.7","22.3","19.3","17.6","16.9","0.0","12.8","0.0","12.8","3.0","5.6","0.0","12.8","30822","21393","35042","12594","(X)","(X)","(X)","(X)","69.7","(X)",
"860Z200US78011","ZCTA5 78011","614","169","7.3","7.6","1.8","3.1","31.4","15.4","10.9","11.2","14.3","10.3","6.2","6.9","12.2","13.4","9.0","7.3","0.0","7.8","6.8","8.4","29664","18647","61002","18565","34.5","(X)","(X)","(X)","(X)","(X)","448","177","2.9","4.8","0.0","10.6","33.3","20.0","11.4","14.5","20.1","14.9","4.5","8.1","16.7","17.7","7.6","8.3","0.0","10.6","3.6","4.8","37292","19318","59087","17801","(X)","(X)","34.6","(X)","(X)","(X)","342","168","3.8","6.6","0.0","13.6","34.5","24.6","14.9","19.6","12.0","13.5","0.0","13.6","21.9","21.5","9.9","11.8","0.0","13.6","2.9","5.3","29461","27709","N","N","(X)","(X)","(X)","(X)","(X)","(X)","166","88","19.3","20.6","6.6","11.6","26.5","19.0","9.6","14.2","4.8","7.4","10.8","13.8","0.0","25.6","6.6","11.9","0.0","25.6","15.7","24.8","-","**","60094","48840","(X)","(X)","(X)","(X)","34.3","(X)",
"860Z200US78012","ZCTA5 78012","112","56","30.4","25.4","0.0","34.2","7.1","11.2","8.9","12.9","17.0","17.5","19.6","16.4","10.7","17.5","3.6","7.6","2.7","5.1","0.0","34.2","43571","26041","44398","20289","17.9","(X)","(X)","(X)","(X)","(X)","76","48","11.8","18.8","0.0","42.2","0.0","42.2","13.2","17.8","25.0","24.3","28.9","24.6","15.8","22.4","5.3","10.6","0.0","42.2","0.0","42.2","50000","34371","57036","16596","(X)","(X)","26.3","(X)","(X)","(X)","55","38","0.0","49.6","0.0","49.6","0.0","49.6","3.6","8.6","32.7","31.9","34.5","33.2","21.8","29.2","7.3","14.6","0.0","49.6","0.0","49.6","68958","32200","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36","34","69.4","40.5","0.0","61.3","22.2","37.1","0.0","61.3","0.0","61.3","0.0","61.3","0.0","61.3","0.0","61.3","8.3","21.7","0.0","61.3","2,500-","***","17719","35592","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US78013","ZCTA5 78013","2017","356","4.2","3.4","4.8","5.0","3.0","3.5","5.4","4.2","9.5","5.4","13.7","7.1","16.9","8.9","19.4","5.6","10.0","5.9","13.2","4.6","82492","18291","120973","21582","31.1","(X)","(X)","(X)","(X)","(X)","1395","311","1.4","2.0","2.3","3.0","1.4","1.7","1.9","1.9","9.7","6.4","10.0","7.1","17.3","12.3","25.9","8.1","12.5","8.5","17.6","6.3","111250","23424","145173","26837","(X)","(X)","35.8","(X)","(X)","(X)","1121","269","0.0","4.4","0.7","1.3","0.9","1.5","1.0","1.6","11.2","7.6","6.1","3.8","21.5","14.2","27.7","9.3","9.1","5.4","21.9","7.6","112006","28891","N","N","(X)","(X)","(X)","(X)","(X)","(X)","622","226","11.3","9.6","10.5","13.9","8.0","10.7","15.3","12.2","8.7","9.4","21.4","17.7","14.0","12.4","3.5","3.9","4.2","5.1","3.2","4.1","45809","27610","63126","21957","(X)","(X)","(X)","(X)","19.6","(X)",
"860Z200US78014","ZCTA5 78014","1167","217","5.9","4.8","5.3","4.1","7.3","5.7","8.7","5.1","13.5","7.9","15.6","8.8","7.7","7.1","22.4","9.6","12.2","9.3","1.4","1.8","66250","19206","76407","12306","57.2","(X)","(X)","(X)","(X)","(X)","817","163","6.1","6.6","3.8","4.3","3.8","4.9","8.1","6.9","25.1","15.6","24.2","11.5","10.6","9.7","15.8","11.2","2.4","3.4","0.0","5.9","52277","23286","60961","9919","(X)","(X)","65.0","(X)","(X)","(X)","452","185","11.1","10.9","2.9","3.6","0.0","10.5","8.8","10.2","15.5","16.6","35.8","18.9","9.5","12.1","12.8","12.5","3.5","5.8","0.0","10.5","60250","15804","N","N","(X)","(X)","(X)","(X)","(X)","(X)","350","152","5.4","5.5","8.9","9.4","15.4","15.3","10.3","11.1","13.4","14.5","5.4","10.0","0.9","1.8","5.4","6.8","31.4","25.0","3.4","5.5","-","**","85214","34826","(X)","(X)","(X)","(X)","35.1","(X)",
"860Z200US78015","ZCTA5 78015","8108","790","1.2","1.2","0.1","0.1","0.7","1.1","1.8","2.1","2.2","1.6","7.1","2.7","9.9","3.7","18.8","5.7","25.9","5.8","32.3","5.2","162487","6043","210468","22148","31.7","(X)","(X)","(X)","(X)","(X)","6692","677","0.8","0.8","0.0","0.7","0.9","1.3","0.4","0.5","1.6","1.4","8.8","6.0","8.4","3.8","15.7","4.5","29.1","6.9","34.3","5.8","165858","9457","216393","25601","(X)","(X)","32.3","(X)","(X)","(X)","5764","652","0.2","0.4","0.0","0.9","1.0","1.5","0.5","0.6","1.4","1.4","4.4","2.7","5.0","2.9","16.6","4.7","33.4","7.0","37.5","7.0","174367","14870","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1416","391","3.9","6.0","0.5","0.8","0.0","3.5","8.2","11.7","5.2","5.8","16.5","11.6","20.8","11.8","12.9","11.7","9.5","9.0","22.7","12.5","95352","33510","161100","53927","(X)","(X)","(X)","(X)","28.4","(X)",
"860Z200US78016","ZCTA5 78016","4013","310","6.5","4.1","8.3","5.0","9.7","4.0","9.8","4.0","7.0","2.9","17.7","6.1","8.4","3.1","12.4","4.8","12.4","4.0","7.7","3.2","60736","6962","82781","9435","30.3","(X)","(X)","(X)","(X)","(X)","2834","341","5.2","4.3","1.1","1.3","8.1","4.3","6.1","3.9","9.7","4.3","18.3","6.5","9.8","3.8","16.8","6.2","14.2","4.9","10.6","4.4","81591","24550","98353","10810","(X)","(X)","30.2","(X)","(X)","(X)","1934","316","1.3","1.3","0.1","0.3","5.2","4.7","7.1","5.3","6.2","4.0","19.6","8.5","12.3","5.7","20.2","7.7","16.3","7.4","11.6","5.9","99182","19743","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1179","244","9.4","9.0","25.7","14.6","13.7","8.1","18.8","10.2","3.1","3.2","18.6","9.5","4.5","3.3","0.0","4.1","5.4","5.4","0.7","1.3","25489","9523","39736","11246","(X)","(X)","(X)","(X)","27.7","(X)",
"860Z200US78017","ZCTA5 78017","1430","222","9.8","9.0","6.7","5.4","11.8","6.5","8.5","5.8","10.2","6.1","12.0","6.7","10.8","6.5","25.5","9.7","3.1","4.0","1.5","1.8","59808","20995","68956","10853","41.5","(X)","(X)","(X)","(X)","(X)","1021","197","7.4","10.0","0.0","4.8","10.5","6.9","9.1","7.3","15.1","8.7","9.8","7.8","13.5","9.3","30.7","12.1","1.9","3.1","2.1","2.5","73427","29897","77546","12569","(X)","(X)","45.6","(X)","(X)","(X)","694","163","0.0","6.9","0.0","6.9","14.4","9.9","3.0","4.4","4.3","5.9","9.5","9.3","18.6","12.9","45.1","14.8","2.7","4.6","2.3","3.4","103000","26810","N","N","(X)","(X)","(X)","(X)","(X)","(X)","409","157","15.6","14.0","23.5","17.4","15.2","12.8","12.7","12.4","5.6","5.9","11.7","10.5","5.9","7.4","3.4","6.1","6.4","10.9","0.0","11.5","19727","11786","38366","16600","(X)","(X)","(X)","(X)","25.4","(X)",
"860Z200US78019","ZCTA5 78019","522","153","10.9","12.3","1.9","2.2","6.3","3.9","8.4","8.6","12.8","10.4","29.9","13.7","0.0","9.1","7.1","7.2","22.6","17.5","0.0","9.1","50992","4700","73014","23511","67.8","(X)","(X)","(X)","(X)","(X)","439","143","6.4","10.3","1.1","2.1","3.4","3.6","3.0","3.9","15.3","12.2","35.5","16.1","0.0","10.8","8.4","8.6","26.9","20.1","0.0","10.8","51815","16487","83194","25272","(X)","(X)","74.9","(X)","(X)","(X)","379","132","7.4","12.0","1.3","2.6","4.0","4.2","3.4","4.7","11.3","12.1","39.1","18.6","0.0","12.3","5.8","8.8","27.7","22.7","0.0","12.3","51752","14806","N","N","(X)","(X)","(X)","(X)","(X)","(X)","83","69","34.9","44.8","6.0","11.0","21.7","25.9","37.3","40.4","0.0","40.4","0.0","40.4","0.0","40.4","0.0","40.4","0.0","40.4","0.0","40.4","21250","18431","19166","7684","(X)","(X)","(X)","(X)","30.1","(X)",
"860Z200US78021","ZCTA5 78021","51","50","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","56.9","50.5","0.0","51.5","43.1","50.5","0.0","51.5","-","**","118973","37547","64.7","(X)","(X)","(X)","(X)","(X)","51","50","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","56.9","50.5","0.0","51.5","43.1","50.5","0.0","51.5","-","**","118973","37547","(X)","(X)","64.7","(X)","(X)","(X)","51","50","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","0.0","51.5","56.9","50.5","0.0","51.5","43.1","50.5","0.0","51.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US78022","ZCTA5 78022","1746","207","7.7","5.2","7.4","4.4","5.4","3.3","6.6","3.8","16.0","7.0","22.6","8.4","13.1","6.0","13.1","5.1","5.6","3.2","2.4","1.8","55895","5320","69771","8574","39.9","(X)","(X)","(X)","(X)","(X)","1296","186","12.8","7.9","1.0","1.4","4.9","3.6","1.8","2.4","13.1","7.6","24.4","8.9","15.7","7.4","16.4","6.7","6.6","3.8","3.2","2.4","68542","9380","79126","10985","(X)","(X)","45.8","(X)","(X)","(X)","977","184","2.3","2.9","1.3","1.9","3.8","3.2","0.7","0.8","14.0","9.6","29.5","10.7","20.2","9.7","15.7","7.5","8.3","4.9","4.3","3.2","73789","15677","N","N","(X)","(X)","(X)","(X)","(X)","(X)","450","137","6.9","5.0","26.0","14.8","6.7","7.3","20.7","11.6","24.4","15.7","6.2","5.7","5.6","5.8","3.1","3.6","0.4","0.7","0.0","10.5","29773","6667","33370","6236","(X)","(X)","(X)","(X)","22.9","(X)",
"860Z200US78023","ZCTA5 78023","9547","569","2.2","1.4","1.3","0.9","1.6","0.9","1.7","1.2","5.6","2.2","11.1","3.0","10.2","2.6","24.8","3.6","14.9","3.1","26.6","3.4","134007","3843","156568","8240","28.1","(X)","(X)","(X)","(X)","(X)","7672","506","2.3","1.9","0.6","0.6","0.5","0.4","0.6","0.6","3.8","2.2","8.8","2.0","8.8","2.3","27.5","4.3","16.6","3.4","30.5","3.9","143347","8878","172183","8971","(X)","(X)","30.8","(X)","(X)","(X)","6793","517","1.7","1.6","0.7","0.7","0.2","0.3","0.3","0.4","3.9","2.4","6.4","2.0","8.0","2.4","26.8","4.3","18.2","3.6","33.8","4.4","155284","14246","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1875","334","5.1","3.6","3.4","3.7","6.4","4.0","6.6","5.5","11.0","5.2","23.8","10.3","13.6","6.2","16.7","6.2","5.4","4.1","7.9","4.8","64950","10665","85594","12537","(X)","(X)","(X)","(X)","14.2","(X)",
